-2.496371245366119096e-01 -1.319602471196410498e-01 0.000000000000000000e+00
-5.245804857225031537e-01 5.466263407652323103e-01 0.000000000000000000e+00
1.526611339627685915e-01 -6.408592554791810170e-02 0.000000000000000000e+00
-9.347407853998135341e-01 8.974457387573113454e-02 0.000000000000000000e+00
1.878107951098490769e-01 2.985106863879974370e-01 0.000000000000000000e+00
3.024087546160370010e-01 -1.278230117066341542e-01 0.000000000000000000e+00
9.412916178479399654e-02 -8.431488604165697787e-01 0.000000000000000000e+00
9.887332372847164041e-01 1.841076320291029286e-02 0.000000000000000000e+00
5.052486722930217278e-01 2.827112859789213117e-01 0.000000000000000000e+00
6.509477309762570219e-01 -4.613207111755684431e-01 0.000000000000000000e+00
-7.578949786582022119e-01 -3.124970434193254376e-01 0.000000000000000000e+00
1.303755574021383812e-01 -6.111645018496940640e-01 0.000000000000000000e+00
2.783404233755610857e-01 1.274890051264898350e-01 0.000000000000000000e+00
5.719988631318076999e-01 3.291176403872197453e-01 0.000000000000000000e+00
3.554973024182062069e-01 -3.405214925770071871e-02 0.000000000000000000e+00
1.055025010108775335e-01 8.707298228294404474e-01 0.000000000000000000e+00
1.308372856408011042e-01 -4.442881480520065596e-01 0.000000000000000000e+00
-2.974708372394843647e-01 -6.370353526880522255e-01 0.000000000000000000e+00
1.172621439770513418e-01 -8.578167517589567748e-01 0.000000000000000000e+00
6.877167813190280254e-01 2.799224234848733950e-01 0.000000000000000000e+00
-4.151877606190707004e-01 -3.714613749770769024e-02 0.000000000000000000e+00
9.707443278087786454e-02 -1.099061668020476223e-01 0.000000000000000000e+00
8.752983338976658700e-01 -8.458836061666302752e-02 0.000000000000000000e+00
1.229458364879534860e-01 5.143145502908862410e-01 0.000000000000000000e+00
2.217355980308888252e-02 -7.948239291146073082e-01 0.000000000000000000e+00
-1.284155559225928500e-01 -2.105155352934131030e-01 0.000000000000000000e+00
2.907402050570885854e-01 3.584206398079178291e-01 0.000000000000000000e+00
-6.605356852920071242e-01 2.401314844294672735e-01 0.000000000000000000e+00
4.852103277953311311e-01 -6.082597025320061503e-03 0.000000000000000000e+00
-2.912740364657665504e-01 3.625210476076826116e-01 0.000000000000000000e+00
2.781083146042961363e-01 -7.315067727514795552e-03 0.000000000000000000e+00
7.318103369118857948e-01 -3.407481404905640110e-01 0.000000000000000000e+00
-5.932936119106448913e-01 4.518197262184563412e-01 0.000000000000000000e+00
-7.874976340774703099e-02 4.341019697124645083e-01 0.000000000000000000e+00
-1.181193788527423599e-01 -3.258011185553372768e-01 0.000000000000000000e+00
-3.731364681951678808e-01 5.953915940922670513e-01 0.000000000000000000e+00
-1.636892638599982686e-01 6.654929610048446742e-01 0.000000000000000000e+00
1.305792686244968470e+00 7.350816387075789216e-01 0.000000000000000000e+00
-1.163462319174798747e-02 -1.390644429338543653e-01 0.000000000000000000e+00
1.831854218869674866e-01 -8.522317426972986221e-01 0.000000000000000000e+00
7.581256061114065303e-02 1.832384484529178403e-01 0.000000000000000000e+00
-7.302637338060102845e-01 -4.377263570851079866e-01 0.000000000000000000e+00
4.912724074784097228e-01 -9.187834347303512617e-02 0.000000000000000000e+00
